Date,Adj_Close_AAPL,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL
2000-01-04,0.7711489200592041,0.9151790142059326,0.9877229928970337,0.9034600257873535,0.966517984867096,512377600
2000-01-05,0.782433271408081,0.9285709857940674,0.9871649742126465,0.919642984867096,0.9263389706611633,778321600
2000-01-06,0.714722752571106,0.8482139706611633,0.955357015132904,0.8482139706611633,0.9475449919700623,767972800
2000-01-07,0.7485780715942383,0.888392984867096,0.9017860293388367,0.8526790142059326,0.861607015132904,460734400
2000-01-10,0.7354122400283813,0.872767984867096,0.9129459857940674,0.845982015132904,0.9107139706611633,505064000
2000-01-11,0.6977951526641846,0.828125,0.8872770071029663,0.8080360293388367,0.8565850257873535,441548800
2000-01-12,0.6559466123580933,0.7784600257873535,0.8526790142059326,0.7723209857940674,0.8482139706611633,976068800
2000-01-13,0.7278887629508972,0.8638389706611633,0.8816959857940674,0.825892984867096,0.8436099886894226,1032684800
2000-01-14,0.755631148815155,0.896763026714325,0.9129459857940674,0.8872770071029663,0.892857015132904,390376000
2000-01-18,0.7819631099700928,0.928013026714325,0.9464290142059326,0.896763026714325,0.9017860293388367,459177600
2000-01-19,0.8017123341560364,0.9514510035514832,0.970982015132904,0.9229909777641296,0.9430800080299377,597643200
2000-01-20,0.8539060950279236,1.0133930444717407,1.0848209857940674,1.0133930444717407,1.03125,1831132800
2000-01-21,0.83744877576828,0.993861973285675,1.020089030265808,0.9838169813156128,1.020089030265808,495924800
2000-01-24,0.7993615865707397,0.9486610293388367,1.0066959857940674,0.9386159777641296,0.9681919813156128,440876800
2000-01-25,0.8445014357566833,1.0022319555282593,1.010045051574707,0.9140629768371582,0.9375,497145600
2000-01-26,0.8289845585823059,0.9838169813156128,1.019531011581421,0.9799110293388367,0.982142984867096,367158400
2000-01-27,0.8275739550590515,0.982142984867096,1.0089290142059326,0.955357015132904,0.9715399742126465,340144000
2000-01-28,0.7645655870437622,0.9073659777641296,0.9899550080299377,0.8984379768371582,0.9659600257873535,423348800
2000-01-31,0.7805526256561279,0.9263389706611633,0.9274550080299377,0.84375,0.9017860293388367,701680000
2000-02-01,0.7542204260826111,0.8950889706611633,0.9375,0.892857015132904,0.9285709857940674,318035200
2000-02-02,0.7434054613113403,0.8822540044784546,0.9118300080299377,0.8660709857940674,0.8995540142059326,464195200
2000-02-03,0.777260959148407,0.9224330186843872,0.9308040142059326,0.8950889706611633,0.8956469893455505,475193600
2000-02-04,0.8125273585319519,0.9642860293388367,0.982142984867096,0.9252229928970337,0.928013026714325,425320000
2000-02-07,0.8581375479698181,1.0184149742126465,1.020089030265808,0.9458709955215454,0.9642860293388367,441067200
2000-02-08,0.864250659942627,1.025670051574707,1.036829948425293,0.9933040142059326,1.0178569555282593,408643200
2000-02-09,0.847322404384613,1.005579948425293,1.0457589626312256,1.003906011581421,1.0189729928970337,299364800
2000-02-10,0.8539060950279236,1.0133930444717407,1.0167410373687744,0.982142984867096,1.0078129768371582,302982400
2000-02-11,0.8181695938110352,0.970982015132904,1.0189729928970337,0.966517984867096,1.0145089626312256,212251200
2000-02-14,0.8713034391403198,1.0340399742126465,1.0345979928970337,0.9698659777641296,0.9760040044784546,367539200
2000-02-15,0.8952845931053162,1.0625,1.0708709955215454,1.0284600257873535,1.0290180444717407,485744000
2000-02-16,0.8586077690124512,1.0189729928970337,1.0546879768371582,1.0011160373687744,1.051339030265808,378246400
2000-02-17,0.864250659942627,1.025670051574707,1.03125,1.010045051574707,1.0284600257873535,289497600
2000-02-18,0.836978554725647,0.9933040142059326,1.0301339626312256,0.9899550080299377,1.0234379768371582,233441600
2000-02-22,0.8562569618225098,1.0161830186843872,1.0440850257873535,0.9525669813156128,0.9832590222358704,422296000
2000-02-23,0.8745946288108826,1.0379459857940674,1.0625,0.9910709857940674,1.0110210180282593,473099200
2000-02-24,0.8667188286781311,1.0285990238189697,1.0636160373687744,0.997767984867096,1.0474330186843872,376432000
2000-02-25,0.8303952217102051,0.9854909777641296,1.0446430444717407,0.9832590222358704,1.0251120328903198,249144000
2000-02-28,0.8520252704620361,1.011160969734192,1.026785969734192,0.9676340222358704,0.9832590222358704,328328000
2000-02-29,0.8623701333999634,1.0234379768371582,1.046875,1.0050220489501953,1.0139509439468384,368961600
2000-03-01,0.9803926944732666,1.1635040044784546,1.1791290044784546,1.058035969734192,1.058593988418579,1077003200
2000-03-02,0.9178547859191895,1.089285969734192,1.1422990560531616,1.0775669813156128,1.1339290142059326,311259200
2000-03-03,0.9629949927330017,1.1428569555282593,1.144950032234192,1.0714290142059326,1.114954948425293,323366400
2000-03-06,0.9455974102020264,1.1222100257873535,1.1529020071029663,1.1160709857940674,1.125,210560000
2000-03-07,0.9244375228881836,1.0970979928970337,1.1378350257873535,1.0814729928970337,1.128906011581421,273011200
2000-03-08,0.9178547859191895,1.089285969734192,1.1065850257873535,1.058593988418579,1.0970979928970337,271230400
2000-03-09,0.9197356700897217,1.0915180444717407,1.1160709857940674,1.0558040142059326,1.0792410373687744,276718400
2000-03-10,0.9460679888725281,1.1227680444717407,1.1422990560531616,1.0803569555282593,1.0864959955215454,248606400
2000-03-13,0.9126822352409363,1.0831470489501953,1.129464030265808,1.066964030265808,1.0904020071029663,303956800
2000-03-14,0.8595481514930725,1.020089030265808,1.109375,1.0178569555282593,1.0823099613189697,428579200
2000-03-15,0.8745946288108826,1.0379459857940674,1.073660969734192,1.0189729928970337,1.0323660373687744,443609600
2000-03-16,0.9145628809928894,1.0853790044784546,1.089285969734192,1.0223209857940674,1.0474330186843872,378100800
2000-03-17,0.9404245615005493,1.1160709857940674,1.1160709857940674,1.068079948425293,1.072545051574707,305043200
2000-03-20,0.9253782033920288,1.098214030265808,1.1272319555282593,1.0926339626312256,1.1026790142059326,204489600
2000-03-21,1.015188455581665,1.2047990560531616,1.2209819555282593,1.0859379768371582,1.0943080186843872,524328000
2000-03-22,1.084780216217041,1.2873879671096802,1.2890629768371582,1.1746649742126465,1.1855469942092896,567996800
2000-03-23,1.0631507635116577,1.261718988418579,1.3426339626312256,1.25,1.2678569555282593,562564800
2000-03-24,1.0434008836746216,1.238281011581421,1.285156011581421,1.2098209857940674,1.2717629671096802,446913600
2000-03-27,1.0499846935272217,1.246093988418579,1.292410969734192,1.2220979928970337,1.228795051574707,279182400
2000-03-28,1.0466935634613037,1.2421879768371582,1.2678569555282593,1.224329948425293,1.2254459857940674,202966400
2000-03-29,1.0227124691009521,1.2137279510498047,1.2449779510498047,1.1948939561843872,1.244420051574707,239836800
2000-03-30,0.9460679888725281,1.1227680444717407,1.2293529510498047,1.1199779510498047,1.1925220489501953,414400000
2000-03-31,1.0217721462249756,1.2126120328903198,1.2254459857940674,1.125,1.1378350257873535,404633600
2000-04-03,1.0029631853103638,1.1902899742126465,1.245535969734192,1.1556919813156128,1.2098209857940674,328563200
2000-04-04,0.957822859287262,1.136718988418579,1.1875,1.042410969734192,1.1841520071029663,660329600
2000-04-05,0.9808640480041504,1.1640629768371582,1.1863839626312256,1.1071430444717407,1.1291849613189697,457665600
2000-04-06,0.9418360590934753,1.1177459955215454,1.2008930444717407,1.1004459857940674,1.166295051574707,259627200
2000-04-07,0.9912074208259583,1.176339030265808,1.177454948425293,1.120535969734192,1.136160969734192,242435200
2000-04-10,0.9404245615005493,1.1160709857940674,1.1852680444717407,1.113839030265808,1.175781011581421,212262400
2000-04-11,0.8985757827758789,1.066406011581421,1.114954948425293,1.0541290044784546,1.1026790142059326,541822400
2000-04-12,0.8219308853149414,0.9754459857940674,1.0625,0.9363840222358704,1.0625,941136000
2000-04-13,0.8562569618225098,1.0161830186843872,1.0714290142059326,0.96875,0.9955360293388367,529827200
2000-04-14,0.8416805267333984,0.9988840222358704,1.0535709857940674,0.9732139706611633,0.9760040044784546,667620800
2000-04-17,0.9319612979888916,1.1060270071029663,1.1065850257873535,0.9737719893455505,0.9776790142059326,409561600
2000-04-18,0.954531729221344,1.1328129768371582,1.1328129768371582,1.0658479928970337,1.1026790142059326,390924800
2000-04-19,0.9112715125083923,1.0814729928970337,1.1629459857940674,1.0691959857940674,1.1266740560531616,520150400
2000-04-20,0.8943442702293396,1.0613839626312256,1.113839030265808,1.0452009439468384,1.1043529510498047,722120000
2000-04-24,0.9065696597099304,1.0758930444717407,1.0758930444717407,1.0245540142059326,1.026785969734192,443620800
2000-04-25,0.9653461575508118,1.1456470489501953,1.1495540142059326,1.089843988418579,1.0904020071029663,391641600
2000-04-26,0.9126822352409363,1.0831470489501953,1.1428569555282593,1.0714290142059326,1.130579948425293,366912000
2000-04-27,0.9535902738571167,1.1316959857940674,1.1339290142059326,1.040876030921936,1.0463169813156128,326603200
2000-04-28,0.9333716630935669,1.1077009439468384,1.1383930444717407,1.0831470489501953,1.135045051574707,249580800
2000-05-01,0.935252845287323,1.1099330186843872,1.1171879768371582,1.088170051574707,1.114954948425293,226195200
2000-05-02,0.8868201375007629,1.052454948425293,1.1272319555282593,1.0491069555282593,1.1004459857940674,236432000
2000-05-03,0.8656615614891052,1.027343988418579,1.082589030265808,0.9966520071029663,1.0619419813156128,489798400
2000-05-04,0.832746148109436,0.9882810115814209,1.0290180444717407,0.9871649742126465,1.0279020071029663,399515200
2000-05-05,0.8510849475860596,1.010045051574707,1.0245540142059326,0.9885600209236145,0.9893969893455505,284076800
2000-05-08,0.8285141587257385,0.9832590222358704,1.0150669813156128,0.982142984867096,1.000836968421936,184900800
2000-05-09,0.7932483553886414,0.9414060115814209,0.9933040142059326,0.9363840222358704,0.9849330186843872,327140800
2000-05-10,0.747167706489563,0.8867189884185791,0.9375,0.8816959857940674,0.9291290044784546,535091200
2000-05-11,0.7734997868537903,0.9179689884185791,0.9308040142059326,0.8839290142059326,0.9051340222358704,499744000
2000-05-12,0.8097063302993774,0.9609379768371582,0.986607015132904,0.9354069828987122,0.9464290142059326,306913600
2000-05-15,0.7598636746406555,0.9017860293388367,0.9648439884185791,0.8939729928970337,0.9648439884185791,678932800
2000-05-16,0.7951289415359497,0.943638026714325,0.9737719893455505,0.9174110293388367,0.9331750273704529,440451200
2000-05-17,0.7626847624778748,0.9051340222358704,0.9257810115814209,0.8962050080299377,0.9252229928970337,398092800
2000-05-18,0.7579827904701233,0.8995540142059326,0.9369419813156128,0.8984379768371582,0.919642984867096,373777600
2000-05-19,0.70719975233078,0.8392860293388367,0.8861610293388367,0.8337050080299377,0.8861610293388367,740667200
2000-05-22,0.6766355633735657,0.803013026714325,0.8370540142059326,0.767857015132904,0.8370540142059326,755507200
2000-05-23,0.6456016898155212,0.7661830186843872,0.8337050080299377,0.7645090222358704,0.8080360293388367,517585600
2000-05-24,0.6597080230712891,0.7829239964485168,0.8013389706611633,0.7410709857940674,0.7695310115814209,678462400
2000-05-25,0.6565338969230652,0.7791569828987122,0.8272879719734192,0.767857015132904,0.7901790142059326,406750400
2000-05-26,0.6498333215713501,0.7712050080299377,0.8024550080299377,0.7611610293388367,0.7857139706611633,181148800
2000-05-30,0.6587676405906677,0.7818080186843872,0.7868300080299377,0.7299110293388367,0.7823659777641296,713059200
2000-05-31,0.6319657564163208,0.75,0.814732015132904,0.7483260035514832,0.7756699919700623,433507200
2000-06-01,0.6705229878425598,0.7957590222358704,0.7996649742126465,0.7176340222358704,0.7299110293388367,903840000
2000-06-02,0.6963846683502197,0.8264510035514832,0.890625,0.794642984867096,0.8370540142059326,792848000
2000-06-05,0.6869803071022034,0.8152899742126465,0.8504459857940674,0.8007810115814209,0.8331469893455505,323668800
2000-06-06,0.6987357139587402,0.8292409777641296,0.8638389706611633,0.806361973285675,0.821150004863739,525481600
2000-06-07,0.7264782786369324,0.8621649742126465,0.8660709857940674,0.8180800080299377,0.8359379768371582,337019200
2000-06-08,0.7133122086524963,0.8465399742126465,0.8794639706611633,0.8314729928970337,0.8716520071029663,238526400
2000-06-09,0.7203656435012817,0.8549110293388367,0.8744419813156128,0.8426340222358704,0.8638389706611633,252358400
2000-06-12,0.6860399842262268,0.8141739964485168,0.8610489964485168,0.8113840222358704,0.8604909777641296,290337600
2000-06-13,0.7109612822532654,0.84375,0.8454239964485168,0.787388026714325,0.8141739964485168,351456000
2000-06-14,0.6803978085517883,0.8074780106544495,0.859375,0.8046879768371582,0.8454239964485168,277446400
2000-06-15,0.6949741244316101,0.8247770071029663,0.8337050080299377,0.794642984867096,0.814732015132904,248572800
2000-06-16,0.6860399842262268,0.8141739964485168,0.8370540142059326,0.7952010035514832,0.8348209857940674,303564800
2000-06-19,0.7269484400749207,0.8627229928970337,0.8738840222358704,0.8018969893455505,0.8085939884185791,394004800
2000-06-20,0.7617443799972534,0.904017984867096,0.928013026714325,0.8783479928970337,0.8794639706611633,501390400
2000-06-21,0.836978554725647,0.9933040142059326,1.0167410373687744,0.8984379768371582,0.9017860293388367,490000000
2000-06-22,0.808765172958374,0.9598209857940674,1.0290180444717407,0.9564729928970337,0.9955360293388367,467712000
2000-06-23,0.7777312994003296,0.9229909777641296,0.9754459857940674,0.9073659777641296,0.9603790044784546,204965600
2000-06-26,0.8144083023071289,0.966517984867096,0.9776790142059326,0.9308040142059326,0.9375,185354400
2000-06-27,0.77867192029953,0.924107015132904,0.9910709857940674,0.921875,0.9603790044784546,203470400
2000-06-28,0.8191099762916565,0.9720979928970337,0.9888389706611633,0.919642984867096,0.9520090222358704,286428800
2000-06-29,0.7711489200592041,0.9151790142059326,0.9631699919700623,0.9118300080299377,0.9475449919700623,203660800
2000-06-30,0.7880762815475464,0.935267984867096,0.9810270071029663,0.9229909777641296,0.9430800080299377,323097600
2000-07-03,0.8021824359893799,0.9520090222358704,0.9698659777641296,0.9308040142059326,0.9308040142059326,70828800
2000-07-05,0.7767909169197083,0.921875,0.9854909777641296,0.90625,0.950892984867096,265216000
2000-07-06,0.7796121835708618,0.9252229928970337,0.9453129768371582,0.8861610293388367,0.9375,309545600
2000-07-07,0.8191099762916565,0.9720979928970337,0.9787949919700623,0.9308040142059326,0.9391739964485168,263603200
2000-07-10,0.8595481514930725,1.020089030265808,1.0401790142059326,0.9598209857940674,0.9659600257873535,397796000
2000-07-11,0.8567270636558533,1.0167410373687744,1.058035969734192,0.9899550080299377,1.0178569555282593,357896000
2000-07-12,0.8858802914619446,1.051339030265808,1.052454948425293,1.0066959857940674,1.0379459857940674,225433600
2000-07-13,0.8501445055007935,1.0089290142059326,1.082589030265808,0.9776790142059326,1.0446430444717407,445659200
2000-07-14,0.8680120706558228,1.0301339626312256,1.0535709857940674,1.015625,1.020089030265808,190276800
2000-07-17,0.877416729927063,1.041295051574707,1.0502229928970337,1.020089030265808,1.0401790142059326,260002400
2000-07-18,0.86142897605896,1.0223209857940674,1.051339030265808,1.015625,1.0446430444717407,318404800
2000-07-19,0.7927781939506531,0.9408479928970337,1.0145089626312256,0.924107015132904,0.9854909777641296,457872800
2000-07-20,0.829454779624939,0.984375,1.0189729928970337,0.966517984867096,0.982142984867096,465572800
2000-07-21,0.8059441447257996,0.9564729928970337,0.9933040142059326,0.9453129768371582,0.9707030057907104,196235200
2000-07-24,0.732591450214386,0.8694199919700623,0.9441959857940674,0.8482139706611633,0.9386159777641296,412171200
2000-07-25,0.7532800436019897,0.8939729928970337,0.904017984867096,0.8761159777641296,0.8984379768371582,211607200
2000-07-26,0.7532800436019897,0.8939729928970337,0.9151790142059326,0.8794639706611633,0.8900669813156128,210470400
